ppg
timestamp	value
1623665307863	5033617
1623665307910	5029203
1623665307942	5025036
1623665307968	5024551
1623665308004	5024594
1623665308036	5024380
1623665308069	5023340
1623665308107	5023323
1623665308140	5024335
1623665308171	5023346
1623665308204	5020791
1623665308239	5020077
1623665308272	5020354
1623665308306	5021515
1623665308340	5023557
1623665308372	5022960
1623665308408	5024062
1623665308443	5024361
1623665308474	5026303
1623665308509	5026733
1623665308552	5027208
1623665308585	5026074
1623665308612	5026995
1623665308645	5029379
1623665308680	5031362
1623665308712	5033032
1623665308749	5034061
1623665308782	5034350
1623665308813	5034220
1623665308846	5031314
1623665308880	5026039
1623665308915	5020868
1623665308948	5020806
1623665308984	5018236
1623665309012	5017805
1623665309047	5017957
1623665309084	5017366
1623665309118	5017146
1623665309153	5017107
1623665309194	5015934
1623665309219	5014703
1623665309253	5015927
1623665309286	5017108
1623665309320	5018257
1623665309359	5019534
1623665309392	5020169
1623665309421	5020469
1623665309454	5022015
1623665309497	5023214
1623665309529	5026445
1623665309558	5027726
1623665309588	5028015
1623665309621	5030817
1623665309656	5033851
1623665309690	5034685
1623665309724	5035019
1623665309758	5037717
1623665309805	5039853
1623665309837	5039768
1623665309862	5036839
1623665309894	5032889
1623665309925	5029298
1623665309960	5028717
1623665310001	5027847
1623665310034	5027667
1623665310062	5026744
1623665310100	5024434
1623665310131	5025226
1623665310166	5027872
1623665310198	5024501
1623665310233	5023305
1623665310264	5023894
1623665310298	5025722
1623665310332	5026450
1623665310364	5028254
1623665310397	5028971
1623665310446	5029808
1623665310467	5029016
1623665310498	5029524
1623665310532	5029971
1623665310574	5030443
1623665310600	5029680
1623665310643	5031403
1623665310668	5032446
1623665310702	5032981
1623665310734	5034212
1623665310770	5036996
1623665310808	5035397
1623665310840	5032201
1623665310871	5028136
1623665310905	5025265
1623665310939	5026041
1623665310974	5027291
1623665311007	5025834
1623665311040	5024637
1623665311073	5025286
1623665311108	5025374
1623665311145	5025538
1623665311178	5023864
1623665311210	5022315
1623665311252	5023233
1623665311285	5024417
1623665311314	5024425
1623665311346	5025538
1623665311381	5030194
1623665311417	5030157
1623665311450	5029902
1623665311483	5031407
1623665311515	5034296
1623665311546	5035042
1623665311582	5033899
1623665311617	5034847
1623665311651	5037732
1623665311697	5037172
1623665311716	5037412
1623665311752	5037230
1623665311785	5035575
1623665311820	5031559
1623665311853	5024595
1623665311895	5020399
1623665311921	5017469
1623665311956	5016145
1623665311993	5014638
1623665312022	5011037
1623665312059	5008188
1623665312092	5005706
1623665312122	5005146
1623665312156	5002461
1623665312192	4999573
1623665312225	4999914
1623665312259	4998617
1623665312291	4999961
1623665312340	5000001
1623665312360	5001374
1623665312390	5002191
1623665312423	5002882
1623665312465	5004771
1623665312508	5004691
1623665312533	5003926
1623665312570	5005501
1623665312603	5006235
1623665312636	5006078
1623665312670	5007286
1623665312702	5008689
1623665312734	5005958
1623665312767	5004370
1623665312801	5001437
1623665312833	4996000
1623665312866	4991180
1623665312900	4990430
1623665312934	4989209
1623665312964	4986604
1623665312999	4986082
1623665313036	4984102
1623665313065	4982332
1623665313103	4981757
1623665313146	4981159
1623665313180	4980782
1623665313205	4981245
1623665313238	4981335
1623665313273	4984482
1623665313305	4986798
1623665313344	4988180
1623665313377	4990890
1623665313407	4992267
1623665313444	4991754
1623665313476	4994393
1623665313509	4994490
1623665313544	4994263
1623665313592	4996983
1623665313609	4996326
1623665313647	4994857
1623665313676	4996447
1623665313712	5000833
1623665313756	4998278
1623665313789	4990254
1623665313812	4986369
1623665313846	4984306
1623665313883	4983276
1623665313913	4985800
1623665313953	4984609
