ppg
timestamp	value
1623678976958	4899340
1623678976995	4903811
1623678977025	4905334
1623678977051	4906057
1623678977082	4908164
1623678977117	4911069
1623678977155	4910382
1623678977188	4912976
1623678977219	4912153
1623678977252	4914135
1623678977286	4914664
1623678977322	4913911
1623678977359	4913735
1623678977403	4917284
1623678977425	4918122
1623678977457	4919947
1623678977488	4913718
1623678977524	4904283
1623678977560	4901116
1623678977600	4899119
1623678977633	4898115
1623678977661	4896881
1623678977693	4898447
1623678977727	4898374
1623678977765	4899589
1623678977798	4898479
1623678977847	4896856
1623678977863	4897018
1623678977897	4896825
1623678977931	4898834
1623678977963	4900310
1623678977997	4902163
1623678978046	4902784
1623678978065	4905559
1623678978100	4908107
1623678978128	4908903
1623678978166	4908259
1623678978199	4909905
1623678978242	4912024
1623678978267	4913484
1623678978302	4913725
1623678978334	4916614
1623678978367	4919915
1623678978407	4921969
1623678978440	4923025
1623678978470	4917008
1623678978505	4907947
1623678978539	4903418
1623678978572	4902637
1623678978605	4902726
1623678978638	4903450
1623678978671	4903205
1623678978706	4905306
1623678978740	4907641
1623678978776	4904871
1623678978806	4902761
1623678978852	4902932
1623678978885	4903666
1623678978909	4904502
1623678978943	4907467
1623678978976	4909522
1623678979010	4911143
1623678979049	4914334
1623678979082	4915427
1623678979111	4917363
1623678979145	4917294
1623678979178	4917127
1623678979214	4917408
1623678979248	4921193
1623678979281	4923962
1623678979313	4926271
1623678979348	4927014
1623678979383	4927732
1623678979416	4926167
1623678979451	4918289
1623678979495	4909234
1623678979527	4904151
1623678979552	4903363
1623678979585	4901108
1623678979621	4902733
1623678979659	4902820
1623678979692	4903105
1623678979725	4902544
1623678979755	4901624
1623678979788	4901035
1623678979821	4900643
1623678979856	4899758
1623678979890	4902873
1623678979920	4906439
1623678979954	4908201
1623678979990	4909042
1623678980025	4911205


Heartbeats raw:
timestamp	RR
1623678941905	0
1623678942821	916
1623678943694	873
1623678944621	927
1623678945572	951
1623678946532	960
1623678947535	1003
1623678948486	951
1623678949441	955
1623678950419	978
1623678951383	964
1623678952327	944
1623678953295	968
1623678954241	946
1623678955151	910
1623678956089	938
1623678957031	942
1623678957979	948
1623678958939	960
1623678959867	928
1623678960738	871
1623678961625	887
1623678962580	955
1623678963529	949
1623678964495	966
1623678965415	920
1623678966358	943
1623678967285	927
1623678968245	960
1623678969199	954
1623678970114	915
1623678971024	910
1623678971942	918
1623678972903	961
1623678973855	952
1623678974787	932
